email_id,sender_email,subject,has_link,has_attachment,urgency_score,spelling_errors,email_length_words,is_phishing,sender_email_clean,subject_clean,sender_domain,subject_word_count
743,diane18@bankverify.net,Bank Account Locked,1,1,9,7,55,1,diane18 bankverify net,bank account locked,bankverify.net,3
744,njackson@gmail.com,Invoice Attached,0,1,4,0,284,0,njackson gmail com,invoice attached,gmail.com,2
745,molly32@gmail.com,Suspicious Login Attempt,1,1,9,7,115,1,molly32 gmail com,suspicious login attempt,gmail.com,3
746,piercedanielle@paypal-alert.com,Weekly Newsletter,1,1,3,2,234,0,piercedanielle paypal alert com,weekly newsletter,paypal-alert.com,2
747,patricialewis@outlook.com,Suspicious Login Attempt,0,0,9,9,66,1,patricialewis outlook com,suspicious login attempt,outlook.com,3
748,caroljohnson@company-secure.com,Weekly Newsletter,1,0,3,1,131,0,caroljohnson company secure com,weekly newsletter,company-secure.com,2
749,jennifershepard@paypal-alert.com,Bank Account Locked,0,1,9,3,98,1,jennifershepard paypal alert com,bank account locked,paypal-alert.com,3
750,gerald27@gmail.com,Meeting Reminder,1,1,2,2,85,0,gerald27 gmail com,meeting reminder,gmail.com,2
751,christine56@outlook.com,Invoice Attached,1,1,2,1,203,0,christine56 outlook com,invoice attached,outlook.com,2
752,brendapotts@gmail.com,Suspicious Login Attempt,1,1,9,5,20,1,brendapotts gmail com,suspicious login attempt,gmail.com,3
753,stephenfields@gmail.com,Bank Account Locked,1,1,7,5,110,1,stephenfields gmail com,bank account locked,gmail.com,3
754,kenneth58@bankverify.net,Suspicious Login Attempt,1,1,8,6,114,1,kenneth58 bankverify net,suspicious login attempt,bankverify.net,3
755,estephens@company-secure.com,Interview Schedule,0,1,1,1,207,0,estephens company secure com,interview schedule,company-secure.com,2
756,sarahstone@outlook.com,Suspicious Login Attempt,1,0,9,10,101,1,sarahstone outlook com,suspicious login attempt,outlook.com,3
757,mandybentley@outlook.com,Weekly Newsletter,0,1,4,0,140,0,mandybentley outlook com,weekly newsletter,outlook.com,2
758,sherry74@paypal-alert.com,Urgent Account Verification,1,1,7,9,86,1,sherry74 paypal alert com,urgent account verification,paypal-alert.com,3
759,garnerchristine@paypal-alert.com,Weekly Newsletter,1,0,2,0,281,0,garnerchristine paypal alert com,weekly newsletter,paypal-alert.com,2
760,danielleburgess@company-secure.com,Invoice Attached,1,1,5,1,139,0,danielleburgess company secure com,invoice attached,company-secure.com,2
761,ojohnson@company-secure.com,Your Password Will Expire,1,0,9,3,55,1,ojohnson company secure com,your password will expire,company-secure.com,4
762,donald20@bankverify.net,Urgent Account Verification,1,1,8,10,113,1,donald20 bankverify net,urgent account verification,bankverify.net,3
763,michael37@company-secure.com,Claim Your Reward Now,1,1,10,4,25,1,michael37 company secure com,claim your reward now,company-secure.com,4
764,russodean@bankverify.net,Meeting Reminder,0,0,1,0,179,0,russodean bankverify net,meeting reminder,bankverify.net,2
765,kristensummers@bankverify.net,Interview Schedule,0,0,5,0,293,0,kristensummers bankverify net,interview schedule,bankverify.net,2
766,erikachavez@outlook.com,Bank Account Locked,0,1,7,5,47,1,erikachavez outlook com,bank account locked,outlook.com,3
767,aaguirre@outlook.com,Project Update,0,0,1,1,159,0,aaguirre outlook com,project update,outlook.com,2
768,sean54@outlook.com,Bank Account Locked,0,1,9,5,25,1,sean54 outlook com,bank account locked,outlook.com,3
769,lhays@gmail.com,Urgent Account Verification,1,1,9,3,33,1,lhays gmail com,urgent account verification,gmail.com,3
770,beltranmark@paypal-alert.com,Interview Schedule,1,1,4,0,260,0,beltranmark paypal alert com,interview schedule,paypal-alert.com,2
771,barbara31@outlook.com,Urgent Account Verification,1,1,7,5,21,1,barbara31 outlook com,urgent account verification,outlook.com,3
772,gabriela74@gmail.com,Invoice Attached,0,1,2,1,258,0,gabriela74 gmail com,invoice attached,gmail.com,2
773,rsutton@paypal-alert.com,Your Password Will Expire,0,0,10,9,20,1,rsutton paypal alert com,your password will expire,paypal-alert.com,4
774,bondthomas@paypal-alert.com,Weekly Newsletter,1,1,1,0,157,0,bondthomas paypal alert com,weekly newsletter,paypal-alert.com,2
775,karenwatts@company-secure.com,Interview Schedule,1,1,5,2,283,0,karenwatts company secure com,interview schedule,company-secure.com,2
776,christopher67@gmail.com,Weekly Newsletter,0,1,2,1,285,0,christopher67 gmail com,weekly newsletter,gmail.com,2
777,masonerin@gmail.com,Interview Schedule,0,0,1,1,270,0,masonerin gmail com,interview schedule,gmail.com,2
778,rodneydodson@gmail.com,Interview Schedule,1,0,4,1,123,0,rodneydodson gmail com,interview schedule,gmail.com,2
779,chandlerjennifer@bankverify.net,Interview Schedule,0,1,2,1,224,0,chandlerjennifer bankverify net,interview schedule,bankverify.net,2
780,jenningsbradley@paypal-alert.com,Meeting Reminder,0,1,1,2,149,0,jenningsbradley paypal alert com,meeting reminder,paypal-alert.com,2
781,walkerlisa@outlook.com,Project Update,0,1,5,0,168,0,walkerlisa outlook com,project update,outlook.com,2
782,stevenburton@paypal-alert.com,Claim Your Reward Now,0,1,7,3,72,1,stevenburton paypal alert com,claim your reward now,paypal-alert.com,4
783,tinaturner@paypal-alert.com,Meeting Reminder,0,0,1,2,179,0,tinaturner paypal alert com,meeting reminder,paypal-alert.com,2
784,christopher97@outlook.com,Urgent Account Verification,1,0,7,6,107,1,christopher97 outlook com,urgent account verification,outlook.com,3
785,linda63@gmail.com,Interview Schedule,0,1,5,2,183,0,linda63 gmail com,interview schedule,gmail.com,2
786,rowlandjackson@company-secure.com,Suspicious Login Attempt,1,0,7,8,39,1,rowlandjackson company secure com,suspicious login attempt,company-secure.com,3
787,rodriguezmichelle@paypal-alert.com,Project Update,0,1,5,2,99,0,rodriguezmichelle paypal alert com,project update,paypal-alert.com,2
788,miranda89@paypal-alert.com,Bank Account Locked,1,1,9,10,101,1,miranda89 paypal alert com,bank account locked,paypal-alert.com,3
789,amy18@gmail.com,Bank Account Locked,1,0,9,5,71,1,amy18 gmail com,bank account locked,gmail.com,3
790,cpearson@bankverify.net,Urgent Account Verification,1,1,8,6,78,1,cpearson bankverify net,urgent account verification,bankverify.net,3
791,bjohnson@paypal-alert.com,Your Password Will Expire,1,1,8,7,55,1,bjohnson paypal alert com,your password will expire,paypal-alert.com,4
792,bharmon@paypal-alert.com,Urgent Account Verification,1,1,9,6,57,1,bharmon paypal alert com,urgent account verification,paypal-alert.com,3
793,nicole86@outlook.com,Your Password Will Expire,0,0,8,4,71,1,nicole86 outlook com,your password will expire,outlook.com,4
794,barbaracrawford@gmail.com,Invoice Attached,1,1,1,0,225,0,barbaracrawford gmail com,invoice attached,gmail.com,2
795,knoxelizabeth@outlook.com,Invoice Attached,0,0,1,2,184,0,knoxelizabeth outlook com,invoice attached,outlook.com,2
796,elizabeth12@company-secure.com,Claim Your Reward Now,1,0,9,6,20,1,elizabeth12 company secure com,claim your reward now,company-secure.com,4
797,dschwartz@outlook.com,Weekly Newsletter,1,1,5,1,133,0,dschwartz outlook com,weekly newsletter,outlook.com,2
798,schandler@paypal-alert.com,Bank Account Locked,0,1,10,8,69,1,schandler paypal alert com,bank account locked,paypal-alert.com,3
799,pbarron@gmail.com,Interview Schedule,1,1,1,0,269,0,pbarron gmail com,interview schedule,gmail.com,2
800,christophercarpenter@bankverify.net,Invoice Attached,0,0,5,2,141,0,christophercarpenter bankverify net,invoice attached,bankverify.net,2
801,perryking@paypal-alert.com,Project Update,0,0,1,1,94,0,perryking paypal alert com,project update,paypal-alert.com,2
802,jennifersanders@bankverify.net,Claim Your Reward Now,1,0,8,5,21,1,jennifersanders bankverify net,claim your reward now,bankverify.net,4
803,mlane@paypal-alert.com,Meeting Reminder,0,0,3,2,142,0,mlane paypal alert com,meeting reminder,paypal-alert.com,2
804,ginahill@outlook.com,Claim Your Reward Now,1,1,10,10,76,1,ginahill outlook com,claim your reward now,outlook.com,4
805,emily96@company-secure.com,Weekly Newsletter,0,0,3,2,170,0,emily96 company secure com,weekly newsletter,company-secure.com,2
806,john88@paypal-alert.com,Invoice Attached,1,1,1,1,224,0,john88 paypal alert com,invoice attached,paypal-alert.com,2
807,cookeclaire@paypal-alert.com,Suspicious Login Attempt,1,1,7,5,112,1,cookeclaire paypal alert com,suspicious login attempt,paypal-alert.com,3
808,gray@bankverify.net,Interview Schedule,0,0,1,1,83,0,gray bankverify net,interview schedule,bankverify.net,2
809,katelyn22@bankverify.net,Suspicious Login Attempt,1,1,10,9,34,1,katelyn22 bankverify net,suspicious login attempt,bankverify.net,3
810,joshua76@paypal-alert.com,Claim Your Reward Now,1,1,9,4,106,1,joshua76 paypal alert com,claim your reward now,paypal-alert.com,4
811,moralesvictoria@outlook.com,Invoice Attached,0,0,2,1,253,0,moralesvictoria outlook com,invoice attached,outlook.com,2
812,eharding@outlook.com,Suspicious Login Attempt,1,0,8,10,97,1,eharding outlook com,suspicious login attempt,outlook.com,3
813,parksandrew@gmail.com,Claim Your Reward Now,1,0,10,10,69,1,parksandrew gmail com,claim your reward now,gmail.com,4
814,jdavidson@paypal-alert.com,Interview Schedule,0,0,1,0,142,0,jdavidson paypal alert com,interview schedule,paypal-alert.com,2
815,kleinamy@paypal-alert.com,Your Password Will Expire,0,0,8,7,26,1,kleinamy paypal alert com,your password will expire,paypal-alert.com,4
816,rachel43@bankverify.net,Urgent Account Verification,1,1,9,7,113,1,rachel43 bankverify net,urgent account verification,bankverify.net,3
817,justinjones@company-secure.com,Weekly Newsletter,1,1,5,1,134,0,justinjones company secure com,weekly newsletter,company-secure.com,2
818,gorozco@bankverify.net,Suspicious Login Attempt,1,1,10,9,119,1,gorozco bankverify net,suspicious login attempt,bankverify.net,3
819,wendyferrell@gmail.com,Urgent Account Verification,1,0,10,9,53,1,wendyferrell gmail com,urgent account verification,gmail.com,3
820,kbrown@outlook.com,Project Update,0,1,5,1,209,0,kbrown outlook com,project update,outlook.com,2
821,ecarroll@gmail.com,Project Update,1,1,5,1,219,0,ecarroll gmail com,project update,gmail.com,2
822,howardsusan@bankverify.net,Project Update,1,1,5,1,205,0,howardsusan bankverify net,project update,bankverify.net,2
823,mcintyresusan@bankverify.net,Invoice Attached,0,1,4,0,182,0,mcintyresusan bankverify net,invoice attached,bankverify.net,2
824,omartinez@paypal-alert.com,Project Update,1,0,1,1,261,0,omartinez paypal alert com,project update,paypal-alert.com,2
825,uroman@gmail.com,Urgent Account Verification,1,1,9,9,104,1,uroman gmail com,urgent account verification,gmail.com,3
826,adamsjohn@bankverify.net,Invoice Attached,0,1,1,2,193,0,adamsjohn bankverify net,invoice attached,bankverify.net,2
827,xhamilton@paypal-alert.com,Suspicious Login Attempt,1,0,8,6,90,1,xhamilton paypal alert com,suspicious login attempt,paypal-alert.com,3
828,tfuller@gmail.com,Meeting Reminder,0,1,5,1,188,0,tfuller gmail com,meeting reminder,gmail.com,2
829,elizabethnelson@paypal-alert.com,Project Update,1,1,3,2,159,0,elizabethnelson paypal alert com,project update,paypal-alert.com,2
830,stevenli@company-secure.com,Project Update,1,1,2,0,177,0,stevenli company secure com,project update,company-secure.com,2
831,ghoover@bankverify.net,Interview Schedule,0,1,3,0,193,0,ghoover bankverify net,interview schedule,bankverify.net,2
832,kristybutler@outlook.com,Claim Your Reward Now,1,1,8,9,23,1,kristybutler outlook com,claim your reward now,outlook.com,4
833,hudsonmarissa@outlook.com,Urgent Account Verification,0,0,9,7,71,1,hudsonmarissa outlook com,urgent account verification,outlook.com,3
834,mary06@outlook.com,Suspicious Login Attempt,1,0,7,8,112,1,mary06 outlook com,suspicious login attempt,outlook.com,3
835,alexaholmes@company-secure.com,Invoice Attached,1,0,2,1,137,0,alexaholmes company secure com,invoice attached,company-secure.com,2
836,lauren12@outlook.com,Your Password Will Expire,0,1,7,7,119,1,lauren12 outlook com,your password will expire,outlook.com,4
837,lcampbell@gmail.com,Your Password Will Expire,1,1,8,7,31,1,lcampbell gmail com,your password will expire,gmail.com,4
838,cgriffin@gmail.com,Your Password Will Expire,1,0,7,9,36,1,cgriffin gmail com,your password will expire,gmail.com,4
839,melanierussell@paypal-alert.com,Weekly Newsletter,0,0,2,1,296,0,melanierussell paypal alert com,weekly newsletter,paypal-alert.com,2
840,eric46@paypal-alert.com,Bank Account Locked,1,0,8,9,119,1,eric46 paypal alert com,bank account locked,paypal-alert.com,3
841,kristinrogers@paypal-alert.com,Interview Schedule,1,1,4,1,103,0,kristinrogers paypal alert com,interview schedule,paypal-alert.com,2
842,brianoliver@gmail.com,Your Password Will Expire,1,0,9,7,38,1,brianoliver gmail com,your password will expire,gmail.com,4
843,denniswest@company-secure.com,Invoice Attached,1,1,3,0,142,0,denniswest company secure com,invoice attached,company-secure.com,2
844,michaelgillespie@gmail.com,Weekly Newsletter,1,1,3,0,168,0,michaelgillespie gmail com,weekly newsletter,gmail.com,2
845,lcruz@paypal-alert.com,Meeting Reminder,1,0,1,0,295,0,lcruz paypal alert com,meeting reminder,paypal-alert.com,2
846,james75@paypal-alert.com,Your Password Will Expire,1,0,7,8,79,1,james75 paypal alert com,your password will expire,paypal-alert.com,4
847,zmills@bankverify.net,Invoice Attached,0,1,3,0,224,0,zmills bankverify net,invoice attached,bankverify.net,2
848,ramoserica@paypal-alert.com,Interview Schedule,1,0,1,0,253,0,ramoserica paypal alert com,interview schedule,paypal-alert.com,2
849,grantkaren@paypal-alert.com,Bank Account Locked,1,1,9,7,100,1,grantkaren paypal alert com,bank account locked,paypal-alert.com,3
850,rmueller@gmail.com,Urgent Account Verification,1,0,10,8,33,1,rmueller gmail com,urgent account verification,gmail.com,3
851,xdavidson@paypal-alert.com,Your Password Will Expire,1,1,7,8,71,1,xdavidson paypal alert com,your password will expire,paypal-alert.com,4
852,randallfox@bankverify.net,Bank Account Locked,1,0,7,8,33,1,randallfox bankverify net,bank account locked,bankverify.net,3
853,waltersjennifer@bankverify.net,Your Password Will Expire,1,1,8,4,94,1,waltersjennifer bankverify net,your password will expire,bankverify.net,4
854,jessicapatton@outlook.com,Weekly Newsletter,0,0,4,0,200,0,jessicapatton outlook com,weekly newsletter,outlook.com,2
855,anthony48@bankverify.net,Project Update,1,1,3,1,242,0,anthony48 bankverify net,project update,bankverify.net,2
856,dixonmichael@gmail.com,Suspicious Login Attempt,1,1,7,5,112,1,dixonmichael gmail com,suspicious login attempt,gmail.com,3
857,jamesnichols@paypal-alert.com,Interview Schedule,0,1,5,2,172,0,jamesnichols paypal alert com,interview schedule,paypal-alert.com,2
858,jonesrobin@outlook.com,Project Update,1,1,3,1,297,0,jonesrobin outlook com,project update,outlook.com,2
859,katherinegomez@bankverify.net,Claim Your Reward Now,1,1,9,8,81,1,katherinegomez bankverify net,claim your reward now,bankverify.net,4
860,mleonard@gmail.com,Weekly Newsletter,0,1,3,1,209,0,mleonard gmail com,weekly newsletter,gmail.com,2
861,williamsjeanette@paypal-alert.com,Weekly Newsletter,1,0,4,1,132,0,williamsjeanette paypal alert com,weekly newsletter,paypal-alert.com,2
862,jennifer40@gmail.com,Suspicious Login Attempt,1,0,10,8,95,1,jennifer40 gmail com,suspicious login attempt,gmail.com,3
863,hshelton@paypal-alert.com,Bank Account Locked,0,0,8,4,35,1,hshelton paypal alert com,bank account locked,paypal-alert.com,3
864,robinsonjames@bankverify.net,Claim Your Reward Now,1,1,9,4,111,1,robinsonjames bankverify net,claim your reward now,bankverify.net,4
865,ricardo57@company-secure.com,Claim Your Reward Now,0,1,7,7,71,1,ricardo57 company secure com,claim your reward now,company-secure.com,4
866,uadkins@gmail.com,Bank Account Locked,1,1,7,4,42,1,uadkins gmail com,bank account locked,gmail.com,3
867,kbarry@gmail.com,Your Password Will Expire,1,1,10,8,99,1,kbarry gmail com,your password will expire,gmail.com,4
868,grimesamanda@outlook.com,Bank Account Locked,1,1,7,4,27,1,grimesamanda outlook com,bank account locked,outlook.com,3
869,smithlindsey@bankverify.net,Bank Account Locked,1,0,10,3,57,1,smithlindsey bankverify net,bank account locked,bankverify.net,3
870,vickie32@bankverify.net,Invoice Attached,1,1,3,2,110,0,vickie32 bankverify net,invoice attached,bankverify.net,2
871,belltimothy@company-secure.com,Meeting Reminder,1,0,5,1,219,0,belltimothy company secure com,meeting reminder,company-secure.com,2
872,paynenicholas@company-secure.com,Invoice Attached,1,1,2,2,174,0,paynenicholas company secure com,invoice attached,company-secure.com,2
873,angela68@bankverify.net,Your Password Will Expire,0,1,8,9,116,1,angela68 bankverify net,your password will expire,bankverify.net,4
874,reillywilliam@gmail.com,Bank Account Locked,1,0,8,4,23,1,reillywilliam gmail com,bank account locked,gmail.com,3
875,sandraperkins@gmail.com,Claim Your Reward Now,1,1,8,5,27,1,sandraperkins gmail com,claim your reward now,gmail.com,4
876,lori23@paypal-alert.com,Invoice Attached,0,1,2,1,292,0,lori23 paypal alert com,invoice attached,paypal-alert.com,2
877,tylerwilson@outlook.com,Weekly Newsletter,0,0,3,0,226,0,tylerwilson outlook com,weekly newsletter,outlook.com,2
878,upatterson@bankverify.net,Weekly Newsletter,1,1,5,1,298,0,upatterson bankverify net,weekly newsletter,bankverify.net,2
879,andrea09@bankverify.net,Claim Your Reward Now,1,1,7,9,93,1,andrea09 bankverify net,claim your reward now,bankverify.net,4
880,ambercampbell@outlook.com,Weekly Newsletter,0,0,4,1,93,0,ambercampbell outlook com,weekly newsletter,outlook.com,2
881,regina97@company-secure.com,Project Update,1,0,1,0,143,0,regina97 company secure com,project update,company-secure.com,2
882,nicolejordan@company-secure.com,Invoice Attached,0,1,3,0,206,0,nicolejordan company secure com,invoice attached,company-secure.com,2
883,mturner@gmail.com,Your Password Will Expire,0,0,10,10,23,1,mturner gmail com,your password will expire,gmail.com,4
884,elizabeth76@bankverify.net,Claim Your Reward Now,1,1,7,8,79,1,elizabeth76 bankverify net,claim your reward now,bankverify.net,4
885,jimmy33@gmail.com,Bank Account Locked,1,0,7,3,88,1,jimmy33 gmail com,bank account locked,gmail.com,3
886,bryan71@gmail.com,Project Update,1,0,2,0,172,0,bryan71 gmail com,project update,gmail.com,2
887,bruceroth@company-secure.com,Suspicious Login Attempt,1,1,8,4,111,1,bruceroth company secure com,suspicious login attempt,company-secure.com,3
888,jesus40@bankverify.net,Project Update,1,0,3,0,216,0,jesus40 bankverify net,project update,bankverify.net,2
889,rjenkins@bankverify.net,Urgent Account Verification,1,0,10,10,106,1,rjenkins bankverify net,urgent account verification,bankverify.net,3
890,hfuentes@paypal-alert.com,Claim Your Reward Now,0,0,9,7,73,1,hfuentes paypal alert com,claim your reward now,paypal-alert.com,4
891,erica12@paypal-alert.com,Your Password Will Expire,1,1,8,4,25,1,erica12 paypal alert com,your password will expire,paypal-alert.com,4
892,lawsonjames@gmail.com,Bank Account Locked,1,1,7,5,98,1,lawsonjames gmail com,bank account locked,gmail.com,3
893,ruthcurry@paypal-alert.com,Suspicious Login Attempt,0,1,9,10,40,1,ruthcurry paypal alert com,suspicious login attempt,paypal-alert.com,3
894,jim20@gmail.com,Bank Account Locked,1,1,10,6,89,1,jim20 gmail com,bank account locked,gmail.com,3
895,zmarks@outlook.com,Urgent Account Verification,1,1,8,9,109,1,zmarks outlook com,urgent account verification,outlook.com,3
896,lisa74@paypal-alert.com,Interview Schedule,1,0,3,1,247,0,lisa74 paypal alert com,interview schedule,paypal-alert.com,2
897,blucas@outlook.com,Invoice Attached,1,0,5,2,175,0,blucas outlook com,invoice attached,outlook.com,2
898,brownjuan@bankverify.net,Suspicious Login Attempt,1,0,9,4,103,1,brownjuan bankverify net,suspicious login attempt,bankverify.net,3
899,kristi08@company-secure.com,Project Update,1,0,2,0,263,0,kristi08 company secure com,project update,company-secure.com,2
900,porterronnie@gmail.com,Project Update,0,0,2,2,122,0,porterronnie gmail com,project update,gmail.com,2
901,maryhenderson@bankverify.net,Claim Your Reward Now,0,1,7,7,24,1,maryhenderson bankverify net,claim your reward now,bankverify.net,4
902,kennedycody@paypal-alert.com,Invoice Attached,1,0,2,1,121,0,kennedycody paypal alert com,invoice attached,paypal-alert.com,2
903,rgomez@outlook.com,Claim Your Reward Now,0,1,7,6,54,1,rgomez outlook com,claim your reward now,outlook.com,4
904,kcoleman@company-secure.com,Invoice Attached,0,1,5,2,102,0,kcoleman company secure com,invoice attached,company-secure.com,2
905,paulmolina@paypal-alert.com,Weekly Newsletter,1,0,3,1,238,0,paulmolina paypal alert com,weekly newsletter,paypal-alert.com,2
906,colliertyler@company-secure.com,Meeting Reminder,1,1,2,1,142,0,colliertyler company secure com,meeting reminder,company-secure.com,2
907,shelby99@bankverify.net,Urgent Account Verification,1,0,10,10,90,1,shelby99 bankverify net,urgent account verification,bankverify.net,3
908,amanda51@gmail.com,Invoice Attached,0,0,2,1,97,0,amanda51 gmail com,invoice attached,gmail.com,2
909,michael99@company-secure.com,Interview Schedule,1,1,1,0,193,0,michael99 company secure com,interview schedule,company-secure.com,2
910,christina01@gmail.com,Bank Account Locked,1,0,7,6,82,1,christina01 gmail com,bank account locked,gmail.com,3
911,robertleblanc@outlook.com,Interview Schedule,0,0,3,0,275,0,robertleblanc outlook com,interview schedule,outlook.com,2
912,marissa80@company-secure.com,Suspicious Login Attempt,1,1,8,3,75,1,marissa80 company secure com,suspicious login attempt,company-secure.com,3
913,usanchez@outlook.com,Your Password Will Expire,0,0,9,3,27,1,usanchez outlook com,your password will expire,outlook.com,4
914,kendrapotter@company-secure.com,Interview Schedule,1,0,5,1,238,0,kendrapotter company secure com,interview schedule,company-secure.com,2
915,kirksteven@outlook.com,Suspicious Login Attempt,1,1,9,10,116,1,kirksteven outlook com,suspicious login attempt,outlook.com,3
916,xmassey@bankverify.net,Weekly Newsletter,0,0,1,1,214,0,xmassey bankverify net,weekly newsletter,bankverify.net,2
917,osmith@bankverify.net,Urgent Account Verification,0,0,9,6,89,1,osmith bankverify net,urgent account verification,bankverify.net,3
918,wrodriguez@gmail.com,Claim Your Reward Now,1,0,10,7,99,1,wrodriguez gmail com,claim your reward now,gmail.com,4
919,robert38@outlook.com,Your Password Will Expire,1,1,9,10,32,1,robert38 outlook com,your password will expire,outlook.com,4
920,cevans@gmail.com,Meeting Reminder,0,0,2,2,214,0,cevans gmail com,meeting reminder,gmail.com,2
921,wangdeborah@gmail.com,Meeting Reminder,0,0,1,0,164,0,wangdeborah gmail com,meeting reminder,gmail.com,2
922,qgomez@bankverify.net,Invoice Attached,0,1,4,2,200,0,qgomez bankverify net,invoice attached,bankverify.net,2
923,henrydouglas@paypal-alert.com,Meeting Reminder,1,1,4,0,91,0,henrydouglas paypal alert com,meeting reminder,paypal-alert.com,2
924,sharonhernandez@paypal-alert.com,Meeting Reminder,0,0,2,2,173,0,sharonhernandez paypal alert com,meeting reminder,paypal-alert.com,2
925,debra28@gmail.com,Interview Schedule,1,1,3,1,241,0,debra28 gmail com,interview schedule,gmail.com,2
926,ambersmith@paypal-alert.com,Meeting Reminder,0,0,4,0,168,0,ambersmith paypal alert com,meeting reminder,paypal-alert.com,2
927,danielle96@paypal-alert.com,Interview Schedule,0,0,2,2,95,0,danielle96 paypal alert com,interview schedule,paypal-alert.com,2
928,joseph51@outlook.com,Meeting Reminder,0,0,1,1,264,0,joseph51 outlook com,meeting reminder,outlook.com,2
929,ccase@paypal-alert.com,Interview Schedule,0,1,3,2,270,0,ccase paypal alert com,interview schedule,paypal-alert.com,2
930,torresjennifer@paypal-alert.com,Your Password Will Expire,1,1,8,8,39,1,torresjennifer paypal alert com,your password will expire,paypal-alert.com,4
931,mary58@bankverify.net,Weekly Newsletter,1,1,4,1,137,0,mary58 bankverify net,weekly newsletter,bankverify.net,2
932,reneeperez@paypal-alert.com,Bank Account Locked,1,0,9,5,44,1,reneeperez paypal alert com,bank account locked,paypal-alert.com,3
933,kevin49@company-secure.com,Project Update,0,1,2,1,271,0,kevin49 company secure com,project update,company-secure.com,2
934,michaelruiz@company-secure.com,Urgent Account Verification,1,1,8,8,40,1,michaelruiz company secure com,urgent account verification,company-secure.com,3
935,lisayoung@company-secure.com,Weekly Newsletter,1,1,1,2,137,0,lisayoung company secure com,weekly newsletter,company-secure.com,2
936,jonathan52@paypal-alert.com,Meeting Reminder,1,1,1,1,127,0,jonathan52 paypal alert com,meeting reminder,paypal-alert.com,2
937,melanie97@paypal-alert.com,Suspicious Login Attempt,1,1,8,10,81,1,melanie97 paypal alert com,suspicious login attempt,paypal-alert.com,3
938,pittmandrew@company-secure.com,Weekly Newsletter,1,1,1,0,193,0,pittmandrew company secure com,weekly newsletter,company-secure.com,2
939,melissawebster@company-secure.com,Project Update,0,0,1,0,198,0,melissawebster company secure com,project update,company-secure.com,2
940,james71@bankverify.net,Your Password Will Expire,0,0,8,8,94,1,james71 bankverify net,your password will expire,bankverify.net,4
941,sandra46@gmail.com,Urgent Account Verification,1,1,7,5,99,1,sandra46 gmail com,urgent account verification,gmail.com,3
942,gregg66@paypal-alert.com,Your Password Will Expire,1,0,8,3,21,1,gregg66 paypal alert com,your password will expire,paypal-alert.com,4
943,johndoyle@outlook.com,Weekly Newsletter,1,0,3,1,121,0,johndoyle outlook com,weekly newsletter,outlook.com,2
944,okelly@company-secure.com,Bank Account Locked,1,0,8,3,48,1,okelly company secure com,bank account locked,company-secure.com,3
945,christinarasmussen@gmail.com,Interview Schedule,0,0,1,0,275,0,christinarasmussen gmail com,interview schedule,gmail.com,2
946,fwillis@bankverify.net,Bank Account Locked,1,1,7,5,115,1,fwillis bankverify net,bank account locked,bankverify.net,3
947,rebecca49@company-secure.com,Suspicious Login Attempt,1,0,9,9,68,1,rebecca49 company secure com,suspicious login attempt,company-secure.com,3
948,vjimenez@bankverify.net,Urgent Account Verification,1,1,10,3,82,1,vjimenez bankverify net,urgent account verification,bankverify.net,3
949,wardbenjamin@outlook.com,Weekly Newsletter,1,1,3,2,231,0,wardbenjamin outlook com,weekly newsletter,outlook.com,2
950,hudsonruth@gmail.com,Invoice Attached,0,0,5,1,208,0,hudsonruth gmail com,invoice attached,gmail.com,2
951,bschneider@outlook.com,Your Password Will Expire,0,1,9,3,48,1,bschneider outlook com,your password will expire,outlook.com,4
952,vmiller@company-secure.com,Suspicious Login Attempt,0,1,8,9,67,1,vmiller company secure com,suspicious login attempt,company-secure.com,3
953,jeffreyjackson@gmail.com,Urgent Account Verification,0,0,10,5,34,1,jeffreyjackson gmail com,urgent account verification,gmail.com,3
954,grant94@bankverify.net,Claim Your Reward Now,1,0,9,10,26,1,grant94 bankverify net,claim your reward now,bankverify.net,4
955,owensbrianna@company-secure.com,Urgent Account Verification,0,1,10,9,85,1,owensbrianna company secure com,urgent account verification,company-secure.com,3
956,williamshannah@outlook.com,Suspicious Login Attempt,1,0,8,3,87,1,williamshannah outlook com,suspicious login attempt,outlook.com,3
957,richard03@gmail.com,Bank Account Locked,1,1,9,7,82,1,richard03 gmail com,bank account locked,gmail.com,3
958,martinstacey@paypal-alert.com,Project Update,1,0,5,2,182,0,martinstacey paypal alert com,project update,paypal-alert.com,2
959,brandon79@paypal-alert.com,Invoice Attached,1,1,4,2,137,0,brandon79 paypal alert com,invoice attached,paypal-alert.com,2
960,kevinstrong@outlook.com,Invoice Attached,1,0,2,0,234,0,kevinstrong outlook com,invoice attached,outlook.com,2
961,johnsonmichael@paypal-alert.com,Claim Your Reward Now,1,0,8,4,99,1,johnsonmichael paypal alert com,claim your reward now,paypal-alert.com,4
962,kyle19@company-secure.com,Project Update,1,1,5,2,245,0,kyle19 company secure com,project update,company-secure.com,2
963,christopher94@company-secure.com,Bank Account Locked,0,1,8,7,24,1,christopher94 company secure com,bank account locked,company-secure.com,3
964,jon04@bankverify.net,Suspicious Login Attempt,1,0,9,5,80,1,jon04 bankverify net,suspicious login attempt,bankverify.net,3
965,williamsgwendolyn@gmail.com,Weekly Newsletter,1,0,5,1,251,0,williamsgwendolyn gmail com,weekly newsletter,gmail.com,2
